保存日期:2026.7.13,标定数据版本号,D4AYA-SFB8-300-E0-170719
Time,ESPD_Value(rpm),Cy_judge_OK(),APP_Value(%),APP_Trq_Pct(%),Trq_Tgt_Pct(%),TPS_Tgt(%),TPS_Value(%),TIP_Tgt(kPa),TIP_Value(kPa),MAP_Value(kPa),WGV_PWM_DuCy(%),Air_Flow(kg/h),Fuel_Flow(kg/h),Fuel_In(mg/Inj),Lam_Tgt(),Lam_Value(),LamCL_Mult(%),LamAL_Mult(%),Inj_PW(ms),Spk_Adv(CAD),NGP_Value(kPa)
保存时间,发动机转速(rpm),判缸成功标志(),油门开度(%),油门扭矩百分比(%),最终扭矩百分比(%),节气门开度目标(%),节气门开度(%),增压压力目标(kPa),增压压力(kPa),进气歧管压力(kPa),废气旁通控制阀占空比(%),空气质量流量(kg/h),燃气质量流量(kg/h),一组喷嘴一次喷射质量(mg/Inj),过量空气系数目标(),过量空气系数(),空燃比闭环喷射量补偿(%),空燃比自适应喷射量补偿(%),燃气喷射脉宽(ms),点火提前角(CAD),喷嘴前燃气压力(kPa)
393.369s,1392,1,17.2,1.07,1.10,7.41,7.09,53.15,96.02,14.29,89.3,15.372,0.648,3.96,1.250,1.116,0.0,-5.2,1.504,13.19,608.3
393.423s,1392,1,17.2,1.07,1.10,7.41,7.09,53.15,95.58,14.29,89.7,15.372,0.648,3.96,1.250,1.116,0.0,-5.2,1.504,13.19,608.3
393.477s,1392,1,17.2,1.07,1.10,7.41,7.09,53.15,95.58,14.29,89.7,16.740,0.684,4.31,1.250,1.116,0.0,-5.2,1.504,13.19,608.3
393.531s,1392,1,17.2,1.07,1.10,7.41,7.09,53.15,95.58,14.29,89.7,16.740,0.684,4.31,1.250,0.983,0.0,-5.4,1.504,13.19,608.3
393.585s,1392,1,17.2,1.07,1.10,7.41,7.09,53.15,95.58,14.29,89.7,16.740,0.684,4.31,1.250,0.983,0.0,-5.4,1.502,13.15,595.4
393.639s,1382,1,17.2,1.07,1.10,7.41,7.09,53.15,95.58,14.29,89.7,16.740,0.684,4.31,1.250,0.983,0.0,-5.4,1.502,13.15,595.4
393.693s,1382,1,17.2,1.26,1.27,7.64,7.73,53.15,95.58,14.29,89.7,16.740,0.684,4.31,1.250,0.983,0.0,-5.4,1.502,13.15,595.4
393.747s,1382,1,17.2,1.26,1.27,7.64,7.73,53.49,94.71,14.29,89.7,16.740,0.684,4.31,1.250,0.983,0.0,-5.4,1.502,13.15,595.4
393.801s,1382,1,17.2,1.26,1.27,7.64,7.73,53.49,94.71,14.29,89.9,15.516,0.612,4.31,1.250,0.983,0.0,-5.4,1.502,13.15,595.4
393.855s,1382,1,17.2,1.26,1.27,7.64,7.73,53.49,94.71,14.29,89.9,15.516,0.612,4.08,1.250,0.826,0.0,-5.4,1.502,13.15,595.4
393.909s,1382,1,17.2,1.26,1.27,7.64,7.73,53.49,94.71,14.29,89.9,15.516,0.612,4.08,1.250,0.826,0.0,-5.5,1.482,13.10,595.4
393.963s,1373,1,17.2,1.26,1.27,7.64,7.73,53.49,94.71,14.29,89.9,15.516,0.612,4.08,1.250,0.826,0.0,-5.5,1.482,13.10,588.6
394.017s,1373,1,17.2,1.48,1.53,7.88,7.73,53.49,94.71,14.29,89.9,15.516,0.612,4.08,1.250,0.826,0.0,-5.5,1.482,13.10,588.6
394.071s,1373,1,17.2,1.48,1.53,7.88,7.73,54.15,94.71,14.29,89.9,15.516,0.612,4.08,1.250,0.826,0.0,-5.5,1.482,13.10,588.6
394.125s,1373,1,17.2,1.48,1.53,7.88,7.73,54.15,94.71,14.29,90.1,15.228,0.612,4.08,1.250,0.826,0.0,-5.5,1.482,13.10,588.6
394.179s,1373,1,17.2,1.48,1.53,7.88,7.73,54.15,94.71,14.29,90.1,15.228,0.612,4.04,1.250,0.763,0.0,-5.5,1.482,13.10,588.6
394.233s,1373,1,17.2,1.48,1.53,7.88,7.73,54.15,94.71,14.29,90.1,15.228,0.612,4.04,1.250,0.763,0.0,-5.7,1.478,13.10,588.6
394.287s,1363,1,17.2,1.48,1.53,7.88,7.73,54.15,94.71,14.29,90.1,15.228,0.612,4.04,1.250,0.763,0.0,-5.7,1.478,13.06,582.5
394.341s,1363,1,18.8,2.11,2.16,7.88,7.73,54.15,94.71,14.29,90.1,15.228,0.612,4.04,1.250,0.763,0.0,-5.7,1.478,13.06,582.5
394.395s,1363,1,18.8,2.11,2.16,8.35,7.86,55.76,94.27,14.29,90.1,15.228,0.612,4.04,1.250,0.763,0.0,-5.7,1.478,13.06,582.5
394.449s,1363,1,18.8,2.11,2.16,8.35,7.86,55.76,94.27,14.29,90.6,18.180,0.612,4.04,1.250,0.763,0.0,-5.7,1.478,13.06,582.5
394.503s,1363,1,18.8,2.11,2.16,8.35,7.86,55.76,94.27,14.29,90.6,18.180,0.828,5.12,1.250,0.763,0.0,-5.7,1.478,13.06,582.5
394.557s,1363,1,18.8,2.11,2.16,8.35,7.86,55.76,94.27,14.29,90.6,18.180,0.828,5.12,1.250,0.740,0.0,-5.8,2.157,13.06,582.5
394.611s,1353,1,18.8,2.11,2.16,8.35,7.86,55.76,94.27,14.29,90.6,18.180,0.828,5.12,1.250,0.740,0.0,-5.8,2.157,13.00,579.4
394.665s,1353,1,25.9,15.22,2.16,8.35,7.86,55.76,94.27,14.29,90.6,18.180,0.828,5.12,1.250,0.740,0.0,-5.8,2.157,13.00,579.4
394.719s,1353,1,25.9,15.22,16.05,16.87,17.38,79.95,94.27,14.29,90.6,18.180,0.828,5.12,1.250,0.740,0.0,-5.8,2.157,13.00,579.4
394.773s,1353,1,25.9,15.22,16.05,16.87,17.38,79.95,93.83,22.85,98.6,18.180,0.828,5.12,1.250,0.740,0.0,-5.8,2.157,13.00,579.4
394.827s,1353,1,25.9,15.22,16.05,16.87,17.38,79.95,93.83,22.85,98.6,55.116,2.376,15.82,1.250,0.740,0.0,-5.8,2.157,13.00,579.4
394.881s,1353,1,25.9,15.22,16.05,16.87,17.38,79.95,93.83,22.85,98.6,55.116,2.376,15.82,1.250,0.733,0.0,-5.3,2.157,13.00,579.4
394.935s,1353,1,25.9,15.22,16.05,16.87,17.38,79.95,93.83,22.85,98.6,55.116,2.376,15.82,1.250,0.733,0.0,-5.3,3.677,13.06,570.1
394.989s,1348,1,36.9,41.41,16.05,16.87,17.38,79.95,93.83,22.85,98.6,55.116,2.376,15.82,1.250,0.733,0.0,-5.3,3.677,13.06,570.1
395.043s,1348,1,36.9,41.41,41.41,39.29,43.06,79.95,93.83,22.85,98.6,55.116,2.376,15.82,1.250,0.733,0.0,-5.3,3.677,13.06,570.1
395.097s,1348,1,36.9,41.41,41.41,39.29,43.06,110.01,90.86,82.29,98.6,55.116,2.376,15.82,1.250,0.733,0.0,-5.3,3.677,13.06,570.1
395.151s,1348,1,36.9,41.41,41.41,39.29,43.06,110.01,90.86,82.29,100.0,196.200,8.532,51.91,1.250,0.733,0.0,-5.3,3.677,13.06,570.1
395.205s,1348,1,36.9,41.41,41.41,39.29,43.06,110.01,90.86,82.29,100.0,196.200,8.532,51.91,1.236,0.851,0.0,-5.3,3.677,13.06,570.1
395.259s,1348,1,36.9,41.41,41.41,39.29,43.06,110.01,90.86,82.29,100.0,196.200,8.532,51.91,1.236,0.851,0.0,5.0,9.744,24.80,533.2
395.313s,1377,1,42.3,41.41,41.41,39.29,43.06,110.01,90.86,82.29,100.0,196.200,8.532,51.91,1.236,0.851,0.0,5.0,9.744,24.80,533.2
395.367s,1377,1,42.3,53.20,54.47,67.88,43.06,110.01,90.86,82.29,100.0,196.200,8.532,51.91,1.236,0.851,0.0,5.0,9.744,24.80,533.2
395.421s,1377,1,42.3,53.20,54.47,67.88,69.12,123.68,95.15,95.78,100.0,196.200,8.532,51.91,1.236,0.851,0.0,5.0,9.744,24.80,533.2
395.475s,1377,1,42.3,53.20,54.47,67.88,69.12,123.68,95.15,95.78,100.0,163.836,8.208,51.91,1.236,0.851,0.0,5.0,9.744,24.80,533.2
395.529s,1377,1,42.3,53.20,54.47,67.88,69.12,123.68,95.15,95.78,100.0,163.836,8.208,49.17,1.209,1.099,0.0,5.0,9.744,24.80,533.2
395.583s,1377,1,42.3,53.20,54.47,67.88,69.12,123.68,95.15,95.78,100.0,163.836,8.208,49.17,1.209,1.099,0.0,4.6,11.467,24.00,533.2
395.637s,1342,1,42.3,53.20,54.47,67.88,69.12,123.68,95.15,95.78,100.0,163.836,8.208,49.17,1.209,1.099,0.0,4.6,11.467,24.00,517.6
395.691s,1342,1,42.7,52.95,52.90,67.56,69.12,123.68,95.15,95.78,100.0,163.836,8.208,49.17,1.209,1.099,0.0,4.6,11.467,24.00,517.6
395.745s,1342,1,42.7,52.95,52.90,67.56,68.21,119.23,103.72,95.78,100.0,163.836,8.208,49.17,1.209,1.099,0.0,4.6,11.467,24.00,517.6
395.799s,1342,1,42.7,52.95,52.90,67.56,68.21,119.23,103.72,104.48,100.0,95.688,8.208,49.17,1.209,1.099,0.0,4.6,11.467,24.00,517.6
395.853s,1342,1,42.7,52.95,52.90,67.56,68.21,119.23,103.72,104.48,100.0,95.688,5.580,28.84,1.213,1.159,0.0,4.6,11.467,24.00,517.6
395.907s,1342,1,42.7,52.95,52.90,67.56,68.21,119.23,103.72,104.48,100.0,95.688,5.580,28.84,1.213,1.159,0.0,5.0,6.049,24.00,517.6
395.961s,1348,1,42.7,52.95,52.90,67.56,68.21,119.23,103.72,104.48,100.0,95.688,5.580,28.84,1.213,1.159,0.0,5.0,6.049,19.05,523.6
396.015s,1348,1,34.4,34.27,34.33,67.56,68.21,119.23,103.72,104.48,100.0,95.688,5.580,28.84,1.213,1.159,0.0,5.0,6.049,19.05,523.6
396.069s,1348,1,34.4,34.27,34.33,25.12,24.29,102.18,103.72,104.48,100.0,95.688,5.580,28.84,1.213,1.159,0.0,5.0,6.049,19.05,523.6
396.123s,1348,1,34.4,34.27,34.33,25.12,24.29,102.18,102.41,60.16,100.0,88.128,5.580,28.84,1.213,1.159,0.0,5.0,6.049,19.05,523.6
396.177s,1348,1,34.4,34.27,34.33,25.12,24.29,102.18,102.41,60.16,100.0,88.128,4.248,26.53,1.236,1.159,0.0,5.0,6.049,19.05,523.6
396.231s,1348,1,34.4,34.27,34.33,25.12,24.29,102.18,102.41,60.16,100.0,88.128,4.248,26.53,1.236,1.139,0.0,3.6,6.049,19.05,523.6
396.285s,1347,1,34.4,34.27,34.33,25.12,24.29,102.18,102.41,60.16,100.0,88.128,4.248,26.53,1.236,1.139,0.0,3.6,6.564,14.18,556.8
396.339s,1347,1,40.2,50.45,34.33,25.12,24.29,102.18,102.41,60.16,100.0,88.128,4.248,26.53,1.236,1.139,0.0,3.6,6.564,14.18,556.8
396.393s,1347,1,40.2,50.45,50.75,67.61,67.94,102.18,102.41,60.16,100.0,88.128,4.248,26.53,1.236,1.139,0.0,3.6,6.564,14.18,556.8
396.447s,1347,1,40.2,50.45,50.75,67.61,67.94,116.92,97.33,100.48,100.0,88.128,4.248,26.53,1.236,1.139,0.0,3.6,6.564,14.18,556.8
396.501s,1347,1,40.2,50.45,50.75,67.61,67.94,116.92,97.33,100.48,100.0,177.084,8.892,56.95,1.236,1.139,0.0,3.6,6.564,14.18,556.8
396.555s,1347,1,40.2,50.45,50.75,67.61,67.94,116.92,97.33,100.48,100.0,177.084,8.892,56.95,1.222,1.193,0.0,4.9,6.564,14.18,556.8
396.609s,1347,1,40.2,50.45,50.75,67.61,67.94,116.92,97.33,100.48,100.0,177.084,8.892,56.95,1.222,1.193,0.0,4.9,11.338,25.13,546.4
396.663s,1351,1,38.7,50.45,50.75,67.61,67.94,116.92,97.33,100.48,100.0,177.084,8.892,56.95,1.222,1.193,0.0,4.9,11.338,25.13,546.4
396.717s,1351,1,38.7,45.29,45.29,33.46,31.60,116.92,97.33,100.48,100.0,177.084,8.892,56.95,1.222,1.193,0.0,4.9,11.338,25.13,546.4
396.771s,1351,1,38.7,45.29,45.29,33.46,31.60,109.99,112.30,92.04,100.0,177.084,8.892,56.95,1.222,1.193,0.0,4.9,11.338,25.13,546.4
396.825s,1351,1,38.7,45.29,45.29,33.46,31.60,109.99,112.30,92.04,99.9,141.660,7.128,56.95,1.222,1.193,0.0,4.9,11.338,25.13,546.4
396.879s,1351,1,38.7,45.29,45.29,33.46,31.60,109.99,112.30,92.04,99.9,141.660,7.128,47.00,1.213,1.214,0.0,4.9,11.338,25.13,546.4
396.933s,1351,1,38.7,45.29,45.29,33.46,31.60,109.99,112.30,92.04,99.9,141.660,7.128,47.00,1.213,1.214,0.0,4.8,9.539,23.88,546.4
396.987s,1350,1,38.7,45.29,45.29,33.46,31.60,109.99,112.30,92.04,99.9,141.660,7.128,47.00,1.213,1.214,0.0,4.8,9.539,23.88,546.7
397.041s,1350,1,40.3,50.34,50.29,35.33,31.60,109.99,112.30,92.04,99.9,141.660,7.128,47.00,1.213,1.214,0.0,4.8,9.539,23.88,546.7
397.095s,1350,1,40.3,50.34,50.29,35.33,34.72,115.90,114.40,92.04,99.9,141.660,7.128,47.00,1.213,1.214,0.0,4.8,9.539,23.88,546.7
397.149s,1350,1,40.3,50.34,50.29,35.33,34.72,115.90,114.40,95.93,99.9,172.152,8.820,47.00,1.213,1.214,0.0,4.8,9.539,23.88,546.7
397.203s,1350,1,40.3,50.34,50.29,35.33,34.72,115.90,114.40,95.93,99.9,172.152,8.820,52.40,1.207,1.202,0.0,4.8,9.539,23.88,546.7
397.256s,1350,1,40.3,50.34,50.29,35.33,34.72,115.90,114.40,95.93,99.9,172.152,8.820,52.40,1.207,1.202,0.0,4.6,10.694,23.88,546.7
397.310s,1353,1,40.3,50.34,50.29,35.33,34.72,115.90,114.40,95.93,99.9,172.152,8.820,52.40,1.207,1.202,0.0,4.6,10.694,24.27,543.6
397.364s,1353,1,39.5,48.12,47.30,35.33,34.72,115.90,114.40,95.93,99.9,172.152,8.820,52.40,1.207,1.202,0.0,4.6,10.694,24.27,543.6
397.418s,1353,1,39.5,48.12,47.30,30.70,30.29,114.38,114.40,95.93,99.9,172.152,8.820,52.40,1.207,1.202,0.0,4.6,10.694,24.27,543.6
397.472s,1353,1,39.5,48.12,47.30,30.70,30.29,114.38,117.81,90.05,98.3,47.448,8.820,52.40,1.207,1.202,0.0,4.6,10.694,24.27,543.6
397.526s,1353,1,39.5,48.12,47.30,30.70,30.29,114.38,117.81,90.05,98.3,47.448,2.124,16.99,1.217,1.202,0.0,4.6,10.694,24.27,543.6
397.580s,1353,1,39.5,48.12,47.30,30.70,30.29,114.38,117.81,90.05,98.3,47.448,2.124,16.99,1.217,1.187,0.0,3.0,4.159,24.27,543.6
397.634s,1351,1,39.5,48.12,47.30,30.70,30.29,114.38,117.81,90.05,98.3,47.448,2.124,16.99,1.217,1.187,0.0,3.0,4.159,13.93,553.6
397.688s,1351,1,33.9,33.24,47.30,30.70,30.29,114.38,117.81,90.05,98.3,47.448,2.124,16.99,1.217,1.187,0.0,3.0,4.159,13.93,553.6
397.742s,1351,1,33.9,33.24,33.24,23.62,24.16,99.80,117.81,90.05,98.3,47.448,2.124,16.99,1.217,1.187,0.0,3.0,4.159,13.93,553.6
397.796s,1351,1,33.9,33.24,33.24,23.62,24.16,99.80,102.41,55.19,99.9,47.448,2.124,16.99,1.217,1.187,0.0,3.0,4.159,13.93,553.6
397.850s,1351,1,33.9,33.24,33.24,23.62,24.16,99.80,102.41,55.19,99.9,38.628,1.152,3.59,1.217,1.187,0.0,3.0,4.159,13.93,553.6
397.904s,1351,1,33.9,33.24,33.24,23.62,24.16,99.80,102.41,55.19,99.9,38.628,1.152,3.59,1.238,1.113,0.0,-5.0,4.159,13.93,553.6
397.958s,1351,1,33.9,33.24,33.24,23.62,24.16,99.80,102.41,55.19,99.9,38.628,1.152,3.59,1.238,1.113,0.0,-5.0,0.000,12.96,590.5
398.012s,1343,1,0.0,33.24,33.24,23.62,24.16,99.80,102.41,55.19,99.9,38.628,1.152,3.59,1.238,1.113,0.0,-5.0,0.000,12.96,590.5
398.066s,1343,1,0.0,0.00,0.00,6.47,6.05,99.80,102.41,55.19,99.9,38.628,1.152,3.59,1.238,1.113,0.0,-5.0,0.000,12.96,590.5
398.120s,1343,1,0.0,0.00,0.00,6.47,6.05,51.99,101.18,14.08,99.9,38.628,1.152,3.59,1.238,1.113,0.0,-5.0,0.000,12.96,590.5
398.174s,1343,1,0.0,0.00,0.00,6.47,6.05,51.99,101.18,14.08,88.0,0.000,0.000,0.00,1.238,1.113,0.0,-5.0,0.000,12.96,590.5
398.228s,1343,1,0.0,0.00,0.00,6.47,6.05,51.99,101.18,14.08,88.0,0.000,0.000,0.00,1.250,1.160,0.0,-5.0,0.000,12.96,590.5
398.282s,1343,1,0.0,0.00,0.00,6.47,6.05,51.99,101.18,14.08,88.0,0.000,0.000,0.00,1.250,1.160,0.0,-8.5,0.990,12.24,590.5
398.336s,1163,1,0.0,0.00,0.00,6.47,6.05,51.99,101.18,14.08,88.0,0.000,0.000,0.00,1.250,1.160,0.0,-8.5,0.990,12.24,617.6
398.390s,1163,1,0.0,0.00,0.00,6.35,6.05,51.99,101.18,14.08,88.0,0.000,0.000,0.00,1.250,1.160,0.0,-8.5,0.990,12.24,617.6
398.444s,1163,1,0.0,0.00,0.00,6.35,6.69,54.37,98.12,14.08,88.0,0.000,0.000,0.00,1.250,1.160,0.0,-8.5,0.990,12.24,617.6
398.498s,1163,1,0.0,0.00,0.00,6.35,6.69,54.37,98.12,14.29,89.4,23.580,1.044,0.00,1.250,1.160,0.0,-8.5,0.990,12.24,617.6
398.552s,1163,1,0.0,0.00,0.00,6.35,6.69,54.37,98.12,14.29,89.4,23.580,1.044,10.07,1.250,1.080,0.0,-8.5,0.990,12.24,617.6
398.606s,1163,1,0.0,0.00,0.00,6.35,6.69,54.37,98.12,14.29,89.4,23.580,1.044,10.07,1.250,1.080,0.0,-12.2,3.460,12.24,617.6
398.660s,946,1,0.0,0.00,0.00,6.35,6.69,54.37,98.12,14.29,89.4,23.580,1.044,10.07,1.250,1.080,0.0,-12.2,3.460,12.24,617.9
398.714s,946,1,0.0,0.00,0.00,6.35,6.69,54.37,98.12,14.29,89.4,23.580,1.044,10.07,1.250,1.080,0.0,-12.2,3.460,12.24,617.9
398.768s,946,1,0.0,0.00,0.00,14.28,13.20,56.64,96.02,14.29,89.4,23.580,1.044,10.07,1.250,1.080,0.0,-12.2,3.460,12.24,617.9
398.822s,946,1,0.0,0.00,0.00,14.28,13.20,56.64,96.02,29.61,90.5,29.484,1.044,10.07,1.250,1.080,0.0,-12.2,3.460,12.24,617.9
398.876s,946,1,0.0,0.00,0.00,14.28,13.20,56.64,96.02,29.61,90.5,29.484,1.152,13.52,1.222,1.080,0.0,-12.2,3.460,12.24,617.9
398.930s,946,1,0.0,0.00,0.00,14.28,13.20,56.64,96.02,29.61,90.5,29.484,1.152,13.52,1.222,1.121,-1.0,-8.7,2.176,12.24,617.9
398.984s,817,1,0.0,0.00,0.00,14.28,13.20,56.64,96.02,29.61,90.5,29.484,1.152,13.52,1.222,1.121,-1.0,-8.7,2.176,17.95,605.0
399.038s,817,1,0.0,0.00,0.00,14.28,13.20,56.64,96.02,29.61,90.5,29.484,1.152,13.52,1.222,1.121,-1.0,-8.7,2.176,17.95,605.0
399.092s,817,1,0.0,0.00,0.00,14.64,15.04,58.08,96.02,29.61,90.5,29.484,1.152,13.52,1.222,1.121,-1.0,-8.7,2.176,17.95,605.0
399.146s,817,1,0.0,0.00,0.00,14.64,15.04,58.08,94.71,33.67,91.1,29.484,1.152,13.52,1.222,1.121,-1.0,-8.7,2.176,17.95,605.0
399.200s,817,1,0.0,0.00,0.00,14.64,15.04,58.08,94.71,33.67,91.1,31.500,1.548,19.53,1.200,1.121,-1.0,-8.7,2.176,17.95,605.0
399.254s,817,1,0.0,0.00,0.00,14.64,15.04,58.08,94.71,33.67,91.1,31.500,1.548,19.53,1.200,1.234,-1.0,-0.5,2.176,17.95,605.0
399.308s,817,1,0.0,0.00,0.00,14.64,15.04,58.08,94.71,33.67,91.1,31.500,1.548,19.53,1.200,1.234,-1.0,-0.5,4.880,18.24,599.3
399.362s,736,1,0.0,0.00,0.00,14.64,15.04,58.08,94.71,33.67,91.1,31.500,1.548,19.53,1.200,1.234,-1.0,-0.5,4.880,18.24,599.3
399.416s,736,1,0.0,0.00,0.00,19.37,19.33,58.08,94.71,33.67,91.1,31.500,1.548,19.53,1.200,1.234,-1.0,-0.5,4.880,18.24,599.3
399.470s,736,1,0.0,0.00,0.00,19.37,19.33,59.00,93.83,46.43,91.5,31.500,1.548,19.53,1.200,1.234,-1.0,-0.5,4.880,18.24,599.3
399.524s,736,1,0.0,0.00,0.00,19.37,19.33,59.00,93.83,46.43,91.5,55.872,2.592,33.89,1.200,1.234,-1.0,-0.5,4.880,18.24,599.3
399.578s,736,1,0.0,0.00,0.00,19.37,19.33,59.00,93.83,46.43,91.5,55.872,2.592,33.89,1.200,1.241,-0.8,-0.5,4.880,18.24,599.3
399.632s,736,1,0.0,0.00,0.00,19.37,19.33,59.00,93.83,46.43,91.5,55.872,2.592,33.89,1.200,1.241,-0.8,0.5,7.031,18.11,589.1
399.686s,712,1,0.0,0.00,0.00,19.37,19.33,59.00,93.83,46.43,91.5,55.872,2.592,33.89,1.200,1.241,-0.8,0.5,7.031,18.11,589.1
399.740s,712,1,0.0,0.00,0.00,24.12,19.33,59.00,93.83,46.43,91.5,55.872,2.592,33.89,1.200,1.241,-0.8,0.5,7.031,18.11,589.1
399.794s,712,1,0.0,0.00,0.00,24.12,24.29,59.00,93.48,68.16,91.5,55.872,2.592,33.89,1.200,1.241,-0.8,0.5,7.031,18.11,589.1
399.848s,712,1,0.0,0.00,0.00,24.12,24.29,59.00,93.48,68.16,91.6,76.032,3.312,33.89,1.200,1.241,-0.8,0.5,7.031,18.11,589.1
399.902s,712,1,0.0,0.00,0.00,24.12,24.29,59.00,93.48,68.16,91.6,76.032,3.312,41.06,1.200,1.251,-0.8,0.5,7.031,18.11,589.1
399.956s,712,1,0.0,0.00,0.00,24.12,24.29,59.00,93.48,68.16,91.6,76.032,3.312,41.06,1.200,1.251,-0.8,2.5,7.877,18.00,589.1
400.010s,795,1,0.0,0.00,0.00,24.12,24.29,59.00,93.48,68.16,91.6,76.032,3.312,41.06,1.200,1.251,-0.8,2.5,7.877,18.00,577.5
400.064s,795,1,0.0,0.00,0.00,23.25,24.29,59.00,93.48,68.16,91.6,76.032,3.312,41.06,1.200,1.251,-0.8,2.5,7.877,18.00,577.5
400.118s,795,1,0.0,0.00,0.00,23.25,23.62,58.46,93.83,68.16,91.6,76.032,3.312,41.06,1.200,1.251,-0.8,2.5,7.877,18.00,577.5
400.172s,795,1,0.0,0.00,0.00,23.25,23.62,58.46,93.83,67.55,91.3,54.108,3.312,41.06,1.200,1.251,-0.8,2.5,7.877,18.00,577.5
400.226s,795,1,0.0,0.00,0.00,23.25,23.62,58.46,93.83,67.55,91.3,54.108,2.484,24.30,1.214,1.260,-0.8,2.5,7.877,18.00,577.5
400.280s,795,1,0.0,0.00,0.00,23.25,23.62,58.46,93.83,67.55,91.3,54.108,2.484,24.30,1.214,1.260,-0.7,2.9,4.237,18.00,577.5
400.334s,960,1,0.0,0.00,0.00,23.25,23.62,58.46,93.83,67.55,91.3,54.108,2.484,24.30,1.214,1.260,-0.7,2.9,4.237,7.09,575.3
400.388s,960,1,0.0,0.00,0.00,23.25,23.62,58.46,93.83,67.55,91.3,54.108,2.484,24.30,1.214,1.260,-0.7,2.9,4.237,7.09,575.3
400.442s,960,1,0.0,0.00,0.00,17.03,16.48,56.75,93.83,67.55,91.3,54.108,2.484,24.30,1.214,1.260,-0.7,2.9,4.237,7.09,575.3
400.496s,960,1,0.0,0.00,0.00,17.03,16.48,56.75,95.15,41.03,90.5,25.344,2.484,24.30,1.214,1.260,-0.7,2.9,4.237,7.09,575.3
400.550s,960,1,0.0,0.00,0.00,17.03,16.48,56.75,95.15,41.03,90.5,25.344,1.152,10.37,1.246,1.260,-0.7,2.9,4.237,7.09,575.3
400.604s,960,1,0.0,0.00,0.00,17.03,16.48,56.75,95.15,41.03,90.5,25.344,1.152,10.37,1.246,1.186,-0.7,-7.5,4.237,7.09,575.3
400.658s,973,1,0.0,0.00,0.00,17.03,16.48,56.75,95.15,41.03,90.5,25.344,1.152,10.37,1.246,1.186,-0.7,-7.5,2.384,7.24,586.5
400.712s,973,1,0.0,0.00,0.00,17.03,16.48,56.75,95.15,41.03,90.5,25.344,1.152,10.37,1.246,1.186,-0.7,-7.5,2.384,7.24,586.5
400.766s,973,1,0.0,0.00,0.00,16.56,16.34,56.75,95.15,41.03,90.5,25.344,1.152,10.37,1.246,1.186,-0.7,-7.5,2.384,7.24,586.5
400.820s,973,1,0.0,0.00,0.00,16.56,16.34,56.33,94.71,30.50,90.6,25.344,1.152,10.37,1.246,1.186,-0.7,-7.5,2.384,7.24,586.5
400.874s,973,1,0.0,0.00,0.00,16.56,16.34,56.33,94.71,30.50,90.6,33.048,1.476,13.27,1.246,1.186,-0.7,-7.5,2.384,7.24,586.5
400.928s,973,1,0.0,0.00,0.00,16.56,16.34,56.33,94.71,30.50,90.6,33.048,1.476,13.27,1.226,1.159,-1.0,-11.4,2.384,7.24,586.5
400.982s,973,1,0.0,0.00,0.00,16.56,16.34,56.33,94.71,30.50,90.6,33.048,1.476,13.27,1.226,1.159,-1.0,-11.4,3.559,7.37,592.4
401.036s,875,1,0.0,0.00,0.00,16.56,16.34,56.33,94.71,30.50,90.6,33.048,1.476,13.27,1.226,1.159,-1.0,-11.4,3.559,7.37,592.4
401.090s,875,1,0.0,0.00,0.00,19.37,19.60,56.33,94.71,30.50,90.6,33.048,1.476,13.27,1.226,1.159,-1.0,-11.4,3.559,7.37,592.4
401.144s,875,1,0.0,0.00,0.00,19.37,19.60,57.52,93.83,42.87,90.6,33.048,1.476,13.27,1.226,1.159,-1.0,-11.4,3.559,7.37,592.4
401.198s,875,1,0.0,0.00,0.00,19.37,19.60,57.52,93.83,42.87,91.1,51.840,2.232,13.27,1.226,1.159,-1.0,-11.4,3.559,7.37,592.4
401.252s,875,1,0.0,0.00,0.00,19.37,19.60,57.52,93.83,42.87,91.1,51.840,2.232,22.10,1.207,1.196,-1.0,-11.4,3.559,7.37,592.4
401.306s,875,1,0.0,0.00,0.00,19.37,19.60,57.52,93.83,42.87,91.1,51.840,2.232,22.10,1.207,1.196,-1.0,-0.9,4.324,18.21,592.4
401.360s,782,1,0.0,0.00,0.00,19.37,19.60,57.52,93.83,42.87,91.1,51.840,2.232,22.10,1.207,1.196,-1.0,-0.9,4.324,18.21,589.3
401.414s,782,1,0.0,0.00,0.00,19.68,19.60,57.52,93.83,42.87,91.1,51.840,2.232,22.10,1.207,1.196,-1.0,-0.9,4.324,18.21,589.3
401.468s,782,1,0.0,0.00,0.00,19.68,19.73,58.49,93.48,42.87,91.1,51.840,2.232,22.10,1.207,1.196,-1.0,-0.9,4.324,18.21,589.3
401.522s,782,1,0.0,0.00,0.00,19.68,19.73,58.49,93.48,48.87,91.5,49.680,2.520,22.10,1.207,1.196,-1.0,-0.9,4.324,18.21,589.3
401.576s,782,1,0.0,0.00,0.00,19.68,19.73,58.49,93.48,48.87,91.5,49.680,2.520,27.28,1.200,1.322,-1.0,-0.9,4.324,18.21,589.3
401.630s,782,1,0.0,0.00,0.00,19.68,19.73,58.49,93.48,48.87,91.5,49.680,2.520,27.28,1.200,1.322,-0.9,0.7,6.288,18.21,589.3
401.684s,774,1,0.0,0.00,0.00,19.68,19.73,58.49,93.48,48.87,91.5,49.680,2.520,27.28,1.200,1.322,-0.9,0.7,6.288,18.14,585.6
